dialogue_id,utterance,utterance_de_deepl,speaker,utterance_len,label
12,"Oh, now, don't listen to him, Pheebs, I think it's endearing.","Hör nicht auf ihn, Pheebs, ich finde es liebenswert.",Ross Geller,11,joyful
12,"Oh, ""you do, do you""?","Oh, ""Sie tun, tun Sie""?",Joey Tribbiani,5,joyful
12,"You know, there's nothing wrong with speaking correctly.","Es ist nichts falsch daran, korrekt zu sprechen.",Ross Geller,8,neutral
12,"""Indeed there isn't""... I should really get back to work.","""In der Tat gibt es nicht""... Ich sollte wirklich wieder an die Arbeit gehen.",Rachel Green,10,neutral
12,"Yeah, 'cause otherwise someone might get what they actually ordered.","Ja, weil sonst jemand das bekommen könnte, was er eigentlich bestellt hat.",Phoebe Buffay,10,neutral
12,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on.","Ohh-ho-hooohhh. Die Haare kommen raus, und die Handschuhe werden angezogen.",Rachel Green,10,mad
13,Did you ever go out with a guy your friends all really like?,"Bist du jemals mit einem Typen ausgegangen, den deine Freunde wirklich mögen?",Monica Geller,13,neutral
13,No.,Nein.,Paula,1,neutral
13,"Okay.. Well, I'm going out with a guy my friends all really like.","Okay, ich gehe mit einem Kerl aus, den meine Freunde alle wirklich mögen.",Monica Geller,13,peaceful
13,"Waitwait.. we talking about the coyotes here? All right, a cow got through!","Moment mal. Reden wir hier von den Kojoten? Also gut, eine Kuh ist durchgekommen.",Paula,13,joyful
13,"Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.","Kannst du das glauben? Weißt du was? Ich fühle die Sache einfach nicht. Ich meine, die fühlen das Ding, ich fühle das Ding nicht.",Monica Geller,23,scared
13,"Honey.. you should always feel the thing. Listen, if that's how you feel about the guy, Monica, dump him!","Schatz, du solltest die Sache immer fühlen. Wenn du so für den Kerl fühlst, Monica, dann mach Schluss mit ihm.",Paula,19,powerful
13,I know.. it's gonna be really hard.,Ich weiß... es wird wirklich schwer sein.,Monica Geller,7,sad
13,"Well, he's a big boy, he'll get over it.","Nun, er ist ein großer Junge, er wird darüber hinwegkommen.",Paula,9,powerful
13,"No, he'll be fine. It's the other five I'm worried about.","Nein, er wird in Ordnung sein. Es sind die anderen fünf, um die ich mir Sorgen mache.",Monica Geller,11,sad
14,Do you have any respect for your body?,Hast du keinen Respekt vor deinem Körper?,Joey Tribbiani,8,neutral
14,Don't you realise what you're-you're doing to yourself?,"Ist dir nicht klar, was du dir da antust?",Ross Geller,8,mad
14,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.","Hey, wisst ihr, ich habe die Nase voll von euch und eurem Krebs und eurem Emphysem und eurer Herzkrankheit. Unterm Strich ist Rauchen cool, und das wisst ihr.",Chandler Bing,30,mad
14,"Chandler? It's Alan, he wants to speak to you.","Chandler? Es ist Alan, er will mit dir sprechen.",Rachel Green,9,neutral
14,"Really? He does? Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!","Ach, wirklich? Er will? Hey, Kumpel, was gibt's? Oh, sie hat dir davon erzählt, hm. Nun, ja, ich habe ab und zu eine. Nun, ja, jetzt. Nun, es ist nicht so groß... Nun, das ist wahr,... So hat es noch nie jemand ausgedrückt. Nun, okay, danke!",Chandler Bing,46,joyful
14,"God, he's good.","Gott, ist der gut.",Rachel Green,3,peaceful
14,If only he were a woman.,Wenn er nur eine Frau wäre.,Ross Geller,6,sad
14,Yeah.,Wenn er nur eine Frau wäre. Ja.,Rachel Green,1,neutral
15,Wow.,"Oh, wow.",Alan,1,joyful
15,"I'm, I'm really sorry.","Es, es tut mir wirklich leid.",Monica Geller,4,sad
15,"Yeah, I'm sorry too. But, I gotta tell you, I am a little relieved.","Ja, mir tut es auch leid. Aber ich muss sagen, ich bin ein wenig erleichtert.",Alan,14,peaceful
15,Relieved?,Erleichtert?,Monica Geller,1,neutral
15,"Yeah, well, I had a great time with you.. I just can't stand your friends.","Ja, gut, ich hatte eine tolle Zeit mit Ihnen .. Ich kann nur nicht stehen Ihre Freunde.",Alan,15,mad
16,Remember when we went to Central Park and rented boats?.. That was fun.,"Denken Sie daran, wenn wir gingen zum Central Park und mietete Boote? .. Das war lustig.",Rachel Green,13,peaceful
16,Yeah. He could row like a viking.,Ja. Er konnte rudern wie ein Wikinger.,Ross Geller,7,powerful
16,Hi.,Hi.,Monica Geller,1,neutral
16,Mmm.,Hi.,#ALL#,1,peaceful
16,So how'd it go?,"Also, wie ist es gelaufen?",Ross Geller,4,neutral
16,"Oh, y'know..","Oh, du weißt schon...",Monica Geller,2,sad
16,Did he mention us?,Hat er uns erwähnt?,Phoebe Buffay,4,scared
16,He said he's really gonna miss you guys.,"Er sagte, er wird euch wirklich vermissen.",Monica Geller,8,sad
16,"You had a rough day, huh.. c'mere.","Du hattest einen harten Tag, huh... komm her.",Ross Geller,7,peaceful
16,...That's it. I'm getting cigarettes.,...das war's. Ich gehe Zigaretten holen.,Chandler Bing,5,powerful
16,No no no!,"Nein, nein, nein!",#ALL#,3,mad
16,"I don't care, I don't care! Game's over! I'm weak! I've gotta smoke! I've gotta have the smoke!","Das ist mir egal, das ist mir egal! Das Spiel ist vorbei! Ich bin schwach! Ich muss rauchen! Ich brauche die Zigarette!",Chandler Bing,18,scared
16,If you never smoke again I'll give you seven thousand dollars!,"Wenn du nie wieder rauchst, gebe ich dir 7.000 Dollar!",Phoebe Buffay,11,powerful
16,"Yeah, alright.","Ja, in Ordnung.",Chandler Bing,2,neutral
17,Alright. Phoebe?,Also gut. Phoebe?,Monica Geller,2,neutral
17,"Okay, okay. If I were omnipotent for a day, I would want, um, world peace, no more hunger, good things for the rain-forest...And bigger boobs!","Ok, ok. Wenn ich für einen Tag allmächtig wäre, würde ich mir Weltfrieden wünschen, keinen Hunger mehr, Gutes für den Regenwald... und größere Brüste!",Phoebe Buffay,25,joyful
17,"Yeah, see.. you took mine. Chandler, what about you?","Ja, siehst du... du hast meine genommen. Chandler, was ist mit dir?",Ross Geller,9,joyful
17,"Uh, if I were omnipotent for a day, I'd.. make myself omnipotent forever.","Wenn ich für einen Tag allmächtig wäre, würde ich mich für immer allmächtig machen.",Chandler Bing,13,joyful
17,"See, there's always one guy. ""If I had a wish, I'd wish for three more wishes.""","Sehen Sie, es gibt immer einen Kerl. ""Wenn ich einen Wunsch frei hätte, würde ich mir drei weitere Wünsche wünschen.""",Rachel Green,16,joyful
17,"Hey Joey. Hi. Hey, buddy.","Hey Joey. Hi. Hey, Kumpel.",#ALL#,5,joyful
17,"Hey, Joey, what would you do if you were omnipotent?","He, Joey, was würdest du tun, wenn du allmächtig wärst?",Monica Geller,10,neutral
17,Probably kill myself!,Wahrscheinlich mich selbst umbringen!,Joey Tribbiani,3,neutral
17,..Excuse me?,... Wie bitte?,Monica Geller,2,neutral
17,"Hey, if Little Joey's dead, then I got no reason to live!","Hey, wenn Little Joey tot ist, dann habe ich keinen Grund zu leben!",Joey Tribbiani,12,sad
17,"Joey, uh- OMnipotent.","Joey, äh... OMnipotent.",Ross Geller,3,neutral
17,"You are? Ross, I'm sorry..","Du bist? Ross, es tut mir leid ...",Joey Tribbiani,5,sad
18,...Poulet passes it up to Leetch!,...Poulet übergibt an Leetch!,Chandler Bing,6,joyful
18,Leetch spots Messier in the crease- there's the pass!,Leetch sieht Messier im Knick - da ist der Pass!,Joey Tribbiani,9,joyful
18,We'll take a brief time out while Messier stops to look at some women's shoes.,"Wir nehmen eine kurze Auszeit, während Messier sich ein paar Damenschuhe ansieht.",Chandler Bing,15,neutral
18,"Carol was wearing boots just like those the night that we- we first- y'know. Fact, she, uh- she never took'em off, 'cause we-we- Sorry. Sorry.","Carol trug genau solche Stiefel in der Nacht, als wir zum ersten Mal... du weißt schon. Sie hat sie nie ausgezogen, weil wir... Entschuldigung. Entschuldigung.",Ross Geller,25,neutral
18,What?,Was? - Pfirsichgrube.,Joey Tribbiani,1,neutral
18,Peach pit.,Pfirsichkern.,Ross Geller,2,neutral
18,"Yes, Bunny?","Ja, Bunny?",Chandler Bing,2,joyful
18,"Peach pit. That night we, uh- we had-",Pfirsichkern. In dieser Nacht haben wir... wir haben...,Ross Geller,8,neutral
18,-Peaches?,-Pfirsiche?,Joey Tribbiani,1,joyful
18,"Actually, nectarines, but basically...","Eigentlich waren es Nektarinen, aber im Grunde...",Ross Geller,4,joyful
18,Could've been a peach.,Es hätte auch ein Pfirsich sein können.,Chandler Bing,4,joyful
18,"Then, uh, then we got dressed, and I-I... I walked her to the- -the bus stop... I'm fine.","Dann, äh, dann haben wir uns angezogen und ich-ich... Ich habe sie zur Bushaltestelle gebracht... Mir geht's gut.",Ross Geller,18,neutral
18,"Hey, that woman's got an ass like Carol's! What? Thought we were trying to find stuff.","Hey, die Frau hat einen Arsch wie Carol! Was? Ich dachte, wir wollten Ich dachte, wir versuchen, was zu finden.",Joey Tribbiani,16,joyful
19,"So c'mon, you guys, tell me all the dirt!","Also kommt schon, Leute, erzählt mir den ganzen Dreck!",Rachel Green,9,joyful
19,"Well, the biggest news is still you dumping Barry at the altar!","Nun, die größte Neuigkeit ist immer noch, dass du Barry am Altar abserviert hast!",Kiki,12,joyful
19,Alright. Let's talk reality for a second.,Na gut. Lass uns kurz über die Realität reden.,Joanne,7,neutral
19,Okay.,Also gut.,Rachel Green,1,neutral
19,When are you coming home?,Wann kommst du nach Hause?,Joanne,5,neutral
19,"What? Guys, I'm not.","Wann kommst du nach Hause? - Was? Leute, ich komme nicht.",Rachel Green,4,mad
19,"C'mon, this is us.","Komm schon, das sind wir.",Joanne,4,neutral
19,I'm not! This is what I'm doing now. I've got this job-,"Das bin ich nicht! Das ist es, was ich jetzt tue. Ich habe diesen Job...",Rachel Green,12,mad
19,Waitressing?,Als Kellnerin?,Kiki,1,neutral
19,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.","Okay, ich bin nicht nur Kellnerin. Ich bin... Ich, ähm... Ich schreibe die Spezialitäten auf die Spezialitäten-Tafel, und, äh... und ich, äh... ich nehme die, äh, toten Blumen aus der Vase... Oh, und, ähm, manchmal lässt mich Artelle die kleinen Schokoblobbies auf die Kekse tun.",Rachel Green,46,neutral
19,Well. Your mom didn't tell us about the blobbies.,Tja... Deine Mom hat uns nichts von den Blobbies erzählt.,Leslie,9,neutral
20,"Hey, Rach. How was it with your friends? Okay! How would you like some Tiki Death Punch?","Hey, Rach. Wie war's bei deinen Freunden? Ganz gut. Wie wär's mit einem Tiki Death Punch?",Monica Geller,17,joyful
20,What's that?,Was ist denn das?,Rachel Green,2,neutral
20,"Weeeell, it's rum, and-","Nun, es ist Rum, und-",Monica Geller,4,neutral
20,Okay.,Das ist Rum und... Ok.,Rachel Green,1,neutral
20,"We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister...","Wir dachten, da Phoebe heute bei uns übernachtet, machen wir eine Art Pyjamaparty. Wir haben Schundzeitschriften, Keksteig, Twister...",Monica Geller,28,joyful
20,"Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!","Oh! Oh! Und ich habe Operation mitgebracht! Aber, ähm, ich habe die Pinzette verloren, also können wir nicht operieren. Aber wir können den Kerl vorbereiten!",Phoebe Buffay,22,joyful
20,"Uh, Rach, it's the Visa card people.","Äh, Rach, es ist die Visa-Karte Leute.",Monica Geller,7,neutral
20,"Oh, God, ask them what they want.","Oh, Gott, fragen Sie sie, was sie wollen.",Rachel Green,7,scared
20,"Could you please tell me what this is in reference to? Yes, hold on. Um, they say there's been some unusual activity on your account.","Könnten Sie mir bitte sagen, worauf sich das bezieht? Ja, bleiben Sie dran. Ähm, sie sagen, dass es einige ungewöhnliche Aktivitäten auf Ihrem Konto.",Monica Geller,25,neutral
20,But I haven't used my card in weeks!,Aber ich habe meine Karte seit Wochen nicht benutzt!,Rachel Green,8,scared
20,"That is the unusual activity. Look, they just wanna see if you're okay.","Das ist die ungewöhnliche Aktivität. Sie wollen nur sehen, ob es dir gut geht.",Monica Geller,13,joyful
20,"They wanna know if I'm okay. Okay.. they wanna know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?","Sie wollen wissen, ob es mir gut geht. Okay. Sie wollen wissen, ob es mir gut geht. Okay, mal sehen. Nun, mal sehen, die FICA-Typen haben mein ganzes Geld genommen, jeder, den ich kenne, wird entweder heiraten, oder befördert, oder schwanger werden, und ich bekomme Kaffee! Und der ist nicht mal für mich! Also, wenn das klingt wie ich bin okay, okay, dann können Sie ihnen sagen, ich bin okay, okay?",Rachel Green,65,mad
20,"Uh- Rachel has left the building, can you call back?","Äh... Rachel hat das Gebäude verlassen, kannst du zurückrufen?",Monica Geller,10,neutral
20,"Alright, c'mon! Let's play Twister!","Alles klar, komm schon! Lasst uns Twister spielen!",Rachel Green,5,sad
21,You should feel great about yourself! You're doing this amazing independence thing!,Du solltest dich großartig fühlen! Sie tun diese erstaunliche Unabhängigkeit Sache!,Monica Geller,12,joyful
21,"Monica, what is so amazing? I gave up, like, everything. And for what?","Monica, was ist so erstaunlich? Ich habe so ziemlich alles aufgegeben. Und für was?",Rachel Green,13,sad
21,You are just like Jack.,Du bist genau wie Jack.,Phoebe Buffay,5,neutral
21,...Jack from downstairs?,... Jack von unten?,Rachel Green,3,neutral
21,"No, Jack and the Beanstalk.","Nein, Jack und die Bohnenstange.",Phoebe Buffay,5,neutral
21,"Ah, the other Jack.","Ah, der andere Jack.",Monica Geller,4,neutral
21,"Yeah, right! See, he gave up something, but then he got those magic beans. And then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. And he lived in a village, and you live in the Village..","Ja, genau! Er hat etwas aufgegeben, aber dann bekam er diese magischen Bohnen. Und dann wachte er auf, und da war diese große Pflanze vor seinem Fenster, voll mit Möglichkeiten und so... Und er lebte in einem Dorf, und Sie leben in der Village ..",Phoebe Buffay,46,joyful
21,"Okay, but Pheebs, Pheebs, Jack gave up a cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him-","Okay, aber Pheebs, Pheebs, Jack aufgegeben eine Kuh, gab ich ein Kieferorthopäde. Okay, ich weiß, ich weiß, ich liebte ihn nicht.",Rachel Green,23,neutral
21,"Oh, see, Jack did love the cow.","Oh, sehen Sie, Jack hat die Kuh geliebt.",Phoebe Buffay,7,neutral
21,"But see, it was a plan. Y'know, it was clear. It was figured out, and now everything's just kinda like...","Aber sehen Sie, es war ein Plan. Weißt du, es war klar. Es war durchdacht, und jetzt ist alles irgendwie...",Rachel Green,20,neutral
21,Floopy?,Floopy?,Phoebe Buffay,1,neutral
21,Yeah.,"Ja, und?",Rachel Green,1,neutral
21,"So what, you're not the only one. I mean, half the time we don't know where we're going. You've just gotta figure at some point it's all gonna come together, and it's just gonna be... un-floopy.","Na und, du bist nicht der Einzige. Ich meine, die Hälfte der Zeit wissen wir nicht, wohin wir gehen. Irgendwann wird sich alles zusammenfügen, und dann wird es einfach... un-floopy sein.",Monica Geller,36,neutral
21,"Oh, like that's a word.","Oh, als ob das ein Wort wäre.",Phoebe Buffay,5,neutral
21,"Okay, but Monica, what if- what if it doesn't come together?","Ok, aber Monica, was ist, wenn... Wenn es nicht klappt?",Rachel Green,11,scared
21,...Pheebs?,...Pheebs?,Monica Geller,1,neutral
21,"Oh, well... 'cause.... you just... I don't like this question.","Oh, nun ... weil.... Sie nur ... Ich mag diese Frage nicht.",Phoebe Buffay,10,neutral
21,"Okay, see, see, you guys, what if we don't get magic beans? I mean, what if all we've got are.. beans?","Okay, seht ihr, was ist, wenn wir keine magischen Bohnen bekommen? Ich meine, was ist, wenn alles, was wir haben... Bohnen sind?",Rachel Green,21,neutral
22,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!","Holt ihn! SCHNAPPT IHN! Schnappt ihn euch! Schnappt... YESSS! Jetzt lachst du nicht mehr, oder, Kumpel?",Ross Geller,14,mad
22,"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.","Siehst du Kumpel, das ist alles was du brauchst, ein Haufen zahnloser Typen, die sich gegenseitig mit Stöcken schlagen.",Chandler Bing,16,neutral
