,utterance,utterance_de,utterance_de_deepl,speaker,emotion,sentiment,dialogue_id,utterance_id,season,episode,starttime,endtime
135,I love your place! Where is this guy from?,Ich liebe deinen Platz! Woher kommt dieser Typ?,Ich liebe deinen Platz! Woher kommt der Typ?,Mona,joy,positive,13,0,8,8,"00:10:36,844","00:10:40,930"
136,Uh that’s an eighteenth century Indian artifact from Calcutta.,Das ist ein indisches Artefakt aus dem 18. Jahrhundert aus Kalkutta.,"Äh, das ist ein indisches Artefakt aus dem 18. Jahrhundert aus Kalkutta.",Ross,neutral,neutral,13,1,8,8,"00:10:41,098","00:10:50,899"
137,"Oh wow! So, you’re more than just dinosaurs.",Oh wow! Sie sind also mehr als nur Dinosaurier.,"Oh, wow! Also, ihr seid mehr als nur Dinosaurier.",Mona,surprise,positive,13,2,8,8,"00:10:44,894","00:10:50,899"
138,So much more.,So viel mehr.,So viel mehr.,Ross,neutral,neutral,13,3,8,8,"00:10:51,567","00:10:53,485"
139,"Well, well to sum up, we’re having fun, you look young.","Nun, gut zusammengefasst, wir haben Spaß, du siehst jung aus.","Nun, um es zusammenzufassen, wir haben Spaß, du siehst jung aus.",Ross,neutral,neutral,14,0,8,11,"00:13:42,112","00:13:53,456"
140,Okay,okay,Okay,Mona,neutral,neutral,14,1,8,11,"00:13:57,253","00:14:00,171"
141,But that’s not enough. So… So…here’s a key to my apartment.,Aber das reicht nicht. Also... Also... hier ist ein Schlüssel zu meiner Wohnung.,Aber das ist nicht genug. Also... Also... Hier ist ein Schlüssel zu meiner Wohnung.,Ross,neutral,neutral,14,2,8,11,"00:13:57,253","00:14:06,135"
142,Really?!,Ja wirklich?!,Wirklich?!,Mona,surprise,positive,14,3,8,11,"0:14:12,184","0:14:14,986"
143,Really.,Ja wirklich.,"Ja, wirklich.",Ross,neutral,neutral,14,4,8,11,"0:14:14,986","0:14:15,320"
144,You don’t think this is too fast.,"Sie denken nicht, dass das zu schnell ist.","Du denkst doch nicht, dass das zu schnell ist.",Mona,neutral,neutral,14,5,8,11,"00:14:16,897","00:14:20,316"
145,Get Out!,Aussteigen!,Raus hier!,Ross,anger,negative,15,0,9,23,"00:42:09,652","00:42:13,488"
146,"Ross, can I talk to you for a minute?","Ross, kann ich kurz mit dir reden?","Ross, kann ich mal kurz mit dir reden?",Charlie,neutral,neutral,15,1,9,23,"00:42:15,032","00:42:16,908"
147,"Yes, please!  So, what's going on?",Ja bitte! So was ist los?,"Ja, bitte!  Also, was ist denn hier los?",Ross,neutral,neutral,15,2,9,23,"00:42:17,117","00:42:23,998"
148,"Uh, well... Joey and I broke up.","Äh, nun... Joey und ich haben uns getrennt.","Äh, na ja... Joey und ich haben uns getrennt.",Charlie,sadness,negative,15,3,9,23,"00:42:26,126","00:42:29,754"
149,"Oh my God, wh-what happened?","Oh mein Gott, was ist passiert?","Oh, mein Gott, was ist denn passiert?",Ross,surprise,negative,15,4,9,23,"00:42:30,464","00:42:35,885"
150,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!","Joey ist ein toller Kerl, aber wir sind einfach... so anders! Ich meine, während Ihrer Rede hat er immer wieder über den Homo erectus gelacht!","Joey ist ein toller Kerl, aber wir sind einfach... so verschieden! Ich meine, während deiner Rede hat er immer wieder über den Homo erectus gelacht!",Charlie,sadness,negative,15,5,9,23,"00:42:36,053","00:42:44,561"
151,I knew that was him!,"Ich wusste, das ist er!","Ich wusste, dass er das war!",Ross,anger,negative,15,6,9,23,"00:42:42,059","00:42:44,561"
152,"Anyway I just, uh, I think it's for the best.","Wie auch immer, ich denke, es ist das Beste.","Wie auch immer, ich denke, es ist das Beste.",Charlie,sadness,negative,15,7,9,23,"00:42:46,313","00:42:50,108"
153,"Hey, you ok?","He, geht es dir gut?","Hey, bist du ok?",Ross,neutral,neutral,15,8,9,23,"0:42:51,068","0:42:52,950"
154,I guess.,Ich vermute.,Ich denke schon.,Charlie,sadness,negative,15,9,9,23,"0:42:52,950","0:42:55,208"
155,There was hum...  there was another reason that I thought it was time to end it with Joey.,"Da war ein Summen... es gab noch einen weiteren Grund, warum ich dachte, es sei an der Zeit, es mit Joey zu beenden.","Es gab noch einen anderen Grund, warum ich dachte, es wäre Zeit, mit Joey Schluss zu machen.",Charlie,neutral,neutral,15,10,9,23,"00:42:57,866","00:43:05,915"
156,I started to realize that I was having feelings for someone  else.,"Mir wurde klar, dass ich Gefühle für jemand anderen hatte.","Ich fing an zu merken, dass ich Gefühle für jemand anderen hatte.",Charlie,neutral,neutral,15,11,9,23,"00:43:06,667","00:43:12,547"
157,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.","Ok Geller. Letzter Tag der Konferenz, Sie wissen, was mit dem Hauptredner passiert.","Ok, Geller. Letzter Tag der Konferenz, Sie wissen, was passiert mit dem Hauptredner.",Paleontologist,neutral,neutral,15,12,9,23,"00:43:14,174","00:43:19,220"
158,"Oh, professor Clerk we're kind of in the middle of a conversation, here.","Oh, Professor Clerk, wir sind hier mitten in einem Gespräch.","Oh, Professor Clerk wir sind irgendwie in der Mitte eines Gesprächs, hier.",Ross,neutral,neutral,15,13,9,23,"00:43:19,388","00:43:22,765"
159,"Yeah, can you guys just throw him in the pool later?","Ja, könnt ihr ihn später einfach in den Pool werfen?","Ja, könnt ihr ihn später einfach in den Pool werfen?",Charlie,neutral,neutral,15,14,9,23,"0:43:22,933","0:43:24,905"
160,Or we could throw you both in,Oder wir könnten euch beide reinwerfen,Oder wir könnten Sie beide in den Pool werfen.,Professore Clerk,joy,positive,15,15,9,23,"0:43:24,905","0:43:27,073"
161,"Ok, gentlemen!","Okay, meine Herren!","Ok, meine Herren!",Ross,anger,negative,15,16,9,23,"0:43:27,187","0:43:28,147"
162,Please!,Bitte!,Bitte!,Ross,anger,negative,15,17,9,23,"0:43:28,147","0:43:28,699"
163,Aren't we a little old for this?,Sind wir nicht ein bisschen alt dafür?,Sind wir nicht etwas zu alt für so was?,Ross,anger,negative,15,18,9,23,"0:43:28,699","0:43:30,985"
164,"I mean, we're scientists, right?","Ich meine, wir sind Wissenschaftler, oder?","Ich meine, wir sind Wissenschaftler, richtig?",Ross,neutral,neutral,15,19,9,23,"0:43:31,066","0:43:32,788"
165,We're academics.,Wir sind Akademiker.,Wir sind Akademiker.,Ross,anger,negative,15,20,9,23,"0:43:32,788","0:43:33,798"
166,And most importantly I... you-you will have to catch us first.,"Und am wichtigsten, ich... du-du musst uns zuerst fangen.","Und am wichtigsten ist, dass ich... Sie... Sie müssen uns zuerst fangen.",Ross,joy,positive,15,21,9,23,"00:43:33,902","00:43:37,780"
167,"GO, GO, GO!",GEH! GEH! GEH!,"LOS, LOS, LOS!",Ross,joy,positive,15,22,9,23,"00:43:37,948","00:43:40,366"
168,"Go, go, go!",Geh! Geh! Geh!,"Los, los, los!",Ross,joy,positive,16,0,3,25,"00:04:41,197","00:04:42,239"
169,"Oh yeah, now everybody wants to be under this hat!","Oh ja, jetzt will jeder unter diesem Hut sein!","Oh ja, jetzt will jeder unter diesem Hut sein!",Rachel,joy,positive,16,1,3,25,"00:04:42,407","00:04:44,574"
170,Oy!!,Oje!!,Oy!!,Phoebe,disgust,negative,16,2,3,25,"00:04:49,455","00:04:50,747"
171,What’s with all this sand?,Was ist mit all diesem Sand?,Was ist mit dem ganzen Sand hier?,Monica,surprise,negative,16,3,3,25,"00:04:52,333","00:04:54,001"
172,"Oh, yeah, Bob said there might be flood damage.","Oh ja, Bob sagte, es könnte ein Hochwasserschaden geben.","Oh, ja, Bob sagte, es könnte einen Flutschaden geben.",Phoebe,neutral,neutral,16,4,3,25,"00:04:54,168","00:04:56,795"
173,"Yeah, either that, or he has a really big cat.","Ja, entweder das, oder er hat eine wirklich große Katze.","Ja, entweder das, oder er hat eine wirklich große Katze.",Ross,neutral,neutral,16,5,3,25,"00:04:57,005","00:04:59,214"
174,"Okay, see that blind guy right there? I'm gonna bash his head in later.","Okay, siehst du den Blinden da? Ich werde ihm später den Kopf einschlagen.","Okay, siehst du den blinden Kerl da drüben? Ich werde ihm später den Kopf einschlagen.",Joey,anger,negative,17,0,5,19,"00:06:15,416","00:06:19,127"
175,"Oh umm, my big scene is coming up. Big scene coming up.","Oh ähm, meine große Szene steht vor der Tür. Große Szene kommt.","Oh, ähm, meine große Szene kommt noch. Große Szene kommt.",Joey,joy,positive,17,1,5,19,"00:06:21,506","00:06:25,542"
176,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?","Wenn du sagtest: ""Große Limabohne, sprudelt."" Würde sie den Unterschied verstehen?","Wenn du sagen würdest: ""Große Limabohne, sprudelnd."" Würde sie den Unterschied verstehen?",Chandler,neutral,neutral,17,2,5,19,"00:06:25,551","00:06:29,012"
177,Rach? What are you doing?,Rach? Was tust du?,Rach? Was machst du denn da?,Monica,neutral,neutral,17,3,5,19,"00:06:32,183","00:06:33,517"
178,"Oh boy, I just can't watch. It's too scary!","Oh Junge, ich kann einfach nicht zusehen. Es ist zu beängstigend!","Oh Mann, ich kann einfach nicht sehen. Es ist zu beängstigend!",Rachel,fear,negative,17,4,5,19,"00:06:33,976","00:06:37,020"
179,It's a diaper commercial.,Es ist eine Windelwerbung.,Es ist eine Windel Werbung.,Monica,neutral,neutral,17,5,5,19,"00:06:37,480","00:06:39,731"
180,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!","Oh ja, gut, ihr kennt mich, Babys, Verantwortung, ahhh!!!","Oh ja gut, Sie kennen mich, Babys, Verantwortlichkeiten, ahhh!!!",Rachel,fear,negative,17,6,5,19,"00:06:40,817","00:06:43,735"
181,Pizza delivery!,Pizzalieferdienst!,Pizzalieferung!,Caitlin,joy,positive,17,7,5,19,"0:06:47,281","0:06:49,793"
182,I'll get it! I will get that!,Ich werde es bekommen! Das werde ich bekommen!,Ich werde es bekommen! Ich geh schon ran!,Ross,joy,positive,17,8,5,19,"0:06:49,793","0:06:50,887"
183,Hi!,Hallo!,Hi!,Caitlin,joy,positive,17,9,5,19,"0:06:53,538","0:06:54,665"
184,Hi!,Hallo!,Hi!,Ross,joy,positive,17,10,5,19,"0:06:54,665","0:06:54,803"
185,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?","Hey, willst du etwas zu essen oder ähm, willst du sehen, wie lange wir diesen Ball hin und her werfen können? Hä?","Hey, willst du was essen oder, äh, willst du sehen, wie lange wir den Ball hin und her werfen können? Hm?",Ross,neutral,neutral,18,0,5,21,"00:05:05,096","00:05:09,474"
186,"Uhh, the ball thing.","Äh, die Ballsache.","Uhh, das Ball-Ding.",Joey,neutral,neutral,18,1,5,21,"0:05:09,642","0:05:11,603"
187,Yeah?,Ja?,Ach ja?,Ross,neutral,neutral,18,2,5,21,"0:05:11,603","0:05:12,542"
188,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!","Hey Ross, wäre es nicht toll, wenn wir zwei Stunden am Stück fahren könnten, ohne es fallen zu lassen?!","Hey Ross, wäre es nicht toll, wenn wir 2 Stunden durchhalten, ohne ihn fallen zu lassen?!",Joey,joy,positive,18,3,5,21,"00:05:14,022","00:05:19,109"
189,"Uhh,","Äh,","Äh,",Ross,neutral,neutral,18,4,5,21,"00:05:19,277","00:05:22,279"
190,Okay!,Okay!,Ok!,Joey,joy,positive,18,5,5,21,"00:05:23,489","00:05:24,990"
191,Uh-oh.,Oh-oh.,Oh-oh.,Joey,fear,negative,18,6,5,21,"0:05:28,578","0:05:29,670"
192,What?,Was?,Was ist?,Ross,neutral,neutral,18,7,5,21,"0:05:29,670","0:05:30,222"
193,I have to pee. And Rachel's in the bathroom!,Ich muss pinkeln. Und Rachel ist im Badezimmer!,Ich muss mal pinkeln. Und Rachel ist auf der Toilette!,Joey,sadness,negative,18,8,5,21,"00:05:30,330","00:05:34,166"
194,"Man, I didn't think we were gonna make it!","Mann, ich dachte nicht, dass wir es schaffen!","Mann, ich hätte nicht gedacht, dass wir es schaffen würden!",Joey,surprise,positive,18,9,5,21,"00:05:39,047","00:05:41,548"
195,"I know!  Don't switch hands, okay?","Ich weiß! Wechseln Sie nicht die Hände, okay?","Ich weiß!  Tauschen Sie nicht die Hände, okay?",Ross,fear,negative,18,10,5,21,"00:05:42,383","00:05:45,969"
196,Hey.,Hallo.,Hey!,Joey,neutral,neutral,19,0,1,1,"0:10:11,861","0:10:14,990"
197,Hey!,Hallo!,"Hey, hey!",Phoebe,neutral,neutral,19,1,1,1,"0:10:14,990","0:10:15,133"
198,How did it go with Erin?,Wie war es mit Erin?,Wie ist es mit Erin gelaufen?,Rachel,neutral,neutral,20,0,7,7,"00:10:56,155","00:10:59,157"
199,"Oh, unbelievable! We had the best time!","Ach, unglaublich! Wir hatten die beste Zeit!","Oh, unfassbar! Wir hatten die beste Zeit!",Joey,joy,positive,20,1,7,7,"00:10:59,408","00:11:01,368"
200,"Yay!! Oh so, you’re not, you’re not mad at us anymore?","Yay!! Ach so, bist du nicht, du bist uns nicht mehr böse?","Juhu!! Oh, also, du bist nicht, du bist nicht mehr sauer auf uns?",Phoebe,joy,positive,20,2,7,7,"00:11:01,535","00:11:06,164"
201,No!,Nein!,Nein!,Joey,joy,positive,20,3,7,7,"0:11:02,703","0:11:03,538"
202,No!,Nein!,Nein!,Joey,joy,positive,20,4,7,7,"0:11:03,538","0:11:04,760"
203,No!,Nein!,Nein!,Joey,joy,positive,20,5,7,7,"0:11:04,760","0:11:05,303"
204,You guys were totally right!,Ihr hattet vollkommen recht!,Ihr hattet völlig recht!,Joey,joy,positive,20,6,7,7,"0:11:05,303","0:11:06,298"
205,This is so much better than the first time we went out.,"Das ist so viel besser als beim ersten Mal, als wir ausgegangen sind.","Das ist so viel besser als das erste Mal, als wir ausgingen.",Joey,joy,positive,20,7,7,7,"00:11:06,374","00:11:08,625"
206,Y’know?,Weißt du?,Wisst ihr?,Joey,neutral,neutral,20,8,7,7,"00:11:08,625","00:11:08,834"
207,"That was so awkward, we were really nervous.","Das war so peinlich, wir waren wirklich nervös.","Das war so peinlich, wir waren wirklich nervös.",Joey,neutral,neutral,20,9,7,7,"00:11:08,834","00:11:11,378"
208,Didn’t you sleep together?,Hast du nicht zusammen geschlafen?,Habt ihr nicht miteinander geschlafen?,Phoebe,neutral,neutral,20,10,7,7,"0:11:11,629","0:11:12,811"
209,"Yeah, that really calms me down.","Ja, das beruhigt mich wirklich.","Ja, das beruhigt mich wirklich.",Joey,neutral,neutral,20,11,7,7,"0:11:12,811","0:11:14,723"
210,And!,Und!,Und!,Joey,joy,positive,20,12,7,7,"0:11:16,801","0:11:18,595"
211,We have so much in common!,Wir haben so viel gemeinsam!,Wir haben so viel gemeinsam!,Joey,joy,positive,20,13,7,7,"0:11:18,595","0:11:18,734"
212,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a","Sie liebt Sandwiches, Sport, obwohl sie ein Met-Fan ist, jetzt kein großes Problem, aber wenn wir jemals Kinder bekommen würden, dann","Sie liebt Sandwiches, Sport, obwohl sie ein Met-Fan ist, jetzt kein großes Thema, aber wenn wir jemals Kinder haben sollten, nun, das ist ein",Joey,joy,positive,20,14,7,7,"00:11:18,928","00:11:31,356"
213,"Oh my God! Listen to you talkin’ about having kids. Oh my Joey.  Oh, please don’t get married before I do.","Oh mein Gott! Hör zu, wie du über Kinder sprichst. Oh mein Joey. Oh, bitte heirate nicht, bevor ich es tue.","Oh, mein Gott! Hörst du, wie du über Kinder redest. Oh mein Joey.  Oh, bitte heiraten Sie nicht, bevor ich es tue.",Rachel,surprise,positive,20,15,7,7,"00:11:27,228","00:11:37,862"
214,Okay.,Okay.,Ok.,Joey,neutral,neutral,20,16,7,7,"00:11:41,742","00:11:43,493"
215,How does she do that?,Wie macht sie das?,Wie macht sie das?,Monica,surprise,negative,21,0,1,4,"00:01:49,275","00:01:51,485"
216,I cannot sleep in a public place.,Ich kann nicht an einem öffentlichen Ort schlafen.,Ich kann nicht an einem öffentlichen Ort schlafen.,Ross,neutral,neutral,21,1,1,4,"00:01:51,653","00:01:54,822"
217,Would you look at her? She is so peaceful.,Würdest du sie ansehen? Sie ist so friedlich.,Würdest du sie dir ansehen? Sie ist so friedlich.,Monica,joy,positive,21,2,1,4,"00:01:54,989","00:02:00,994"
218,Oh! What what what! ...Hi.,Oh! Was was Was! ...Hallo.,Oh! Was was was! ...Hi.,Phoebe,surprise,positive,21,3,1,4,"00:02:01,162","00:02:03,622"
219,"It's okay, y'know, you just nodded off again.","Es ist okay, weißt du, du bist gerade wieder eingenickt.","Ist schon okay, du bist nur wieder eingenickt.",Ross,neutral,neutral,21,4,1,4,"00:02:03,790","00:02:05,958"
220,What's going on with you?,Was ist los mit dir?,Was ist denn mit dir los?,Monica,surprise,positive,21,5,1,4,"00:02:06,126","00:02:08,127"
221,I got no sleep last night!,Ich habe letzte Nacht nicht geschlafen!,Ich habe letzte Nacht nicht geschlafen!,Phoebe,anger,negative,21,6,1,4,"0:02:08,294","0:02:09,587"
222,Why?,Warum?,Ich habe letzte Nacht nicht geschlafen. Warum?,Ross,neutral,neutral,21,7,1,4,"0:02:09,587","0:02:09,991"
223,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.","Meine Großmutter hat diesen neuen Freund, und sie sind beide irgendwie unsicher im Bett.","Meine Großmutter hat diesen neuen Freund, und sie sind beide irgendwie unsicher im Bett.",Phoebe,disgust,negative,21,8,1,4,"00:02:10,088","00:02:17,177"
224,"Oh, and deaf.","Ach ja, und taub.","Oh, und taub.",Phoebe,neutral,neutral,21,9,1,4,"00:02:17,345","00:02:18,887"
225,"So they're constantly, like, having to reassure each other that they're having a good time.","Sie müssen sich also ständig gegenseitig versichern, dass sie eine gute Zeit haben.","Also müssen sie sich ständig gegenseitig versichern, dass sie sich amüsieren.",Phoebe,neutral,neutral,21,10,1,4,"00:02:20,682","00:02:24,726"
226,You have no idea how loud they are!,"Sie haben keine Ahnung, wie laut sie sind!","Du hast keine Ahnung, wie laut sie sind!",Phoebe,disgust,negative,21,11,1,4,"00:02:24,894","00:02:26,937"
227,"Well, if you want, you can stay with Rachel and me tonight.","Wenn du willst, kannst du heute Nacht bei Rachel und mir bleiben.","Nun, wenn du willst, kannst du heute Nacht bei Rachel und mir bleiben.",Monica,neutral,neutral,21,12,1,4,"0:02:29,023","0:02:30,900"
228,Thanks.,Vielen Dank.,"Ja, danke.",Phoebe,joy,positive,21,13,1,4,"0:02:30,900","0:02:32,175"
229,Ew! What is that? Something exploded!,Äh! Was ist das? Etwas ist explodiert!,Igitt! Was ist denn das? Da ist was explodiert!,Joey,disgust,negative,22,0,1,23,"00:09:00,248","00:09:03,667"
230,"It's just her water breaking. Calm down, will you?","Es ist nur ihr Wasser, das bricht. Beruhige dich, ja?","Das ist nur ihre Fruchtblase. Beruhigen Sie sich, ja?",Nurse,neutral,neutral,22,1,1,23,"00:09:03,834","00:09:06,169"
231,"Water breaking, what do you mean? What's that, water breaking?","Wasser brechen, was meinst du? Was ist das, Wasser brechen?","Wasserbruch, was meinst du? Was ist das, platzende Fruchtblase?",Joey,surprise,negative,22,2,1,23,"00:09:06,337","00:09:09,714"
232,"Breathe, breathe, breathe.","Atme, atme, atme.","Atmen Sie, atmen Sie, atmen Sie.",Nurse,neutral,neutral,22,3,1,23,"00:09:09,882","00:09:13,510"
233,"Are you insane? I mean Joey, is going to kill you, he’s actually going to kill you dead.","Bist du verrückt? Ich meine, Joey wird dich töten, er wird dich tatsächlich tot umbringen.","Bist du wahnsinnig? Ich meine, Joey, wird dich umbringen, er wird dich tatsächlich umbringen, tot.",Monica,surprise,negative,23,0,3,11,"00:10:13,321","00:10:19,909"
234,Okay! You don’t think I thought of that?,"Okay! Glaubst du nicht, dass ich daran gedacht habe?","Okay! Glaubst du, daran habe ich nicht gedacht?",Chandler,anger,negative,23,1,3,11,"00:10:17,825","00:10:19,909"
235,How can you not know which one?,"Wie können Sie nicht wissen, welche?","Wie können Sie nicht wissen, welche?",Phoebe,surprise,negative,23,2,3,11,"0:10:20,870","0:10:22,422"
