,sr no.,utterance,utterance_de,speaker,emotion,sentiment,dialogue_id,utterance_id,season,episode,starttime,endtime
172,177,"Oh, yeah, Bob said there might be flood damage.","Oh ja, Bob sagte, es könnte ein Hochwasserschaden geben.",Phoebe,neutral,neutral,16,4,3,25,"00:04:54,168","00:04:56,795"
173,178,"Yeah, either that, or he has a really big cat.","Ja, entweder das, oder er hat eine wirklich große Katze.",Ross,neutral,neutral,16,5,3,25,"00:04:57,005","00:04:59,214"
174,179,"Okay, see that blind guy right there? I'm gonna bash his head in later.","Okay, siehst du den Blinden da? Ich werde ihm später den Kopf einschlagen.",Joey,anger,negative,17,0,5,19,"00:06:15,416","00:06:19,127"
175,180,"Oh umm, my big scene is coming up. Big scene coming up.","Oh ähm, meine große Szene steht vor der Tür. Große Szene kommt.",Joey,joy,positive,17,1,5,19,"00:06:21,506","00:06:25,542"
176,181,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?","Wenn du sagtest: ""Große Limabohne, sprudelt."" Würde sie den Unterschied verstehen?",Chandler,neutral,neutral,17,2,5,19,"00:06:25,551","00:06:29,012"
177,182,Rach? What are you doing?,Rach? Was tust du?,Monica,neutral,neutral,17,3,5,19,"00:06:32,183","00:06:33,517"
178,183,"Oh boy, I just can't watch. It's too scary!","Oh Junge, ich kann einfach nicht zusehen. Es ist zu beängstigend!",Rachel,fear,negative,17,4,5,19,"00:06:33,976","00:06:37,020"
179,184,It's a diaper commercial.,Es ist eine Windelwerbung.,Monica,neutral,neutral,17,5,5,19,"00:06:37,480","00:06:39,731"
180,185,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!","Oh ja, gut, ihr kennt mich, Babys, Verantwortung, ahhh!!!",Rachel,fear,negative,17,6,5,19,"00:06:40,817","00:06:43,735"
181,186,Pizza delivery!,Pizzalieferdienst!,Caitlin,joy,positive,17,7,5,19,"0:06:47,281","0:06:49,793"
182,187,I'll get it! I will get that!,Ich werde es bekommen! Das werde ich bekommen!,Ross,joy,positive,17,8,5,19,"0:06:49,793","0:06:50,887"
183,188,Hi!,Hallo!,Caitlin,joy,positive,17,9,5,19,"0:06:53,538","0:06:54,665"
184,189,Hi!,Hallo!,Ross,joy,positive,17,10,5,19,"0:06:54,665","0:06:54,803"
185,190,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?","Hey, willst du etwas zu essen oder ähm, willst du sehen, wie lange wir diesen Ball hin und her werfen können? Hä?",Ross,neutral,neutral,18,0,5,21,"00:05:05,096","00:05:09,474"
186,191,"Uhh, the ball thing.","Äh, die Ballsache.",Joey,neutral,neutral,18,1,5,21,"0:05:09,642","0:05:11,603"
187,192,Yeah?,Ja?,Ross,neutral,neutral,18,2,5,21,"0:05:11,603","0:05:12,542"
188,193,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!","Hey Ross, wäre es nicht toll, wenn wir zwei Stunden am Stück fahren könnten, ohne es fallen zu lassen?!",Joey,joy,positive,18,3,5,21,"00:05:14,022","00:05:19,109"
189,194,"Uhh,","Äh,",Ross,neutral,neutral,18,4,5,21,"00:05:19,277","00:05:22,279"
190,195,Okay!,Okay!,Joey,joy,positive,18,5,5,21,"00:05:23,489","00:05:24,990"
191,196,Uh-oh.,Oh-oh.,Joey,fear,negative,18,6,5,21,"0:05:28,578","0:05:29,670"
192,197,What?,Was?,Ross,neutral,neutral,18,7,5,21,"0:05:29,670","0:05:30,222"
193,198,I have to pee. And Rachel's in the bathroom!,Ich muss pinkeln. Und Rachel ist im Badezimmer!,Joey,sadness,negative,18,8,5,21,"00:05:30,330","00:05:34,166"
194,199,"Man, I didn't think we were gonna make it!","Mann, ich dachte nicht, dass wir es schaffen!",Joey,surprise,positive,18,9,5,21,"00:05:39,047","00:05:41,548"
195,200,"I know!  Don't switch hands, okay?","Ich weiß! Wechseln Sie nicht die Hände, okay?",Ross,fear,negative,18,10,5,21,"00:05:42,383","00:05:45,969"
196,201,Hey.,Hallo.,Joey,neutral,neutral,19,0,1,1,"0:10:11,861","0:10:14,990"
197,202,Hey!,Hallo!,Phoebe,neutral,neutral,19,1,1,1,"0:10:14,990","0:10:15,133"
198,203,How did it go with Erin?,Wie war es mit Erin?,Rachel,neutral,neutral,20,0,7,7,"00:10:56,155","00:10:59,157"
199,204,"Oh, unbelievable! We had the best time!","Ach, unglaublich! Wir hatten die beste Zeit!",Joey,joy,positive,20,1,7,7,"00:10:59,408","00:11:01,368"
200,205,"Yay!! Oh so, you’re not, you’re not mad at us anymore?","Yay!! Ach so, bist du nicht, du bist uns nicht mehr böse?",Phoebe,joy,positive,20,2,7,7,"00:11:01,535","00:11:06,164"
201,206,No!,Nein!,Joey,joy,positive,20,3,7,7,"0:11:02,703","0:11:03,538"
202,207,No!,Nein!,Joey,joy,positive,20,4,7,7,"0:11:03,538","0:11:04,760"
203,208,No!,Nein!,Joey,joy,positive,20,5,7,7,"0:11:04,760","0:11:05,303"
204,209,You guys were totally right!,Ihr hattet vollkommen recht!,Joey,joy,positive,20,6,7,7,"0:11:05,303","0:11:06,298"
205,210,This is so much better than the first time we went out.,"Das ist so viel besser als beim ersten Mal, als wir ausgegangen sind.",Joey,joy,positive,20,7,7,7,"00:11:06,374","00:11:08,625"
206,211,Y’know?,Weißt du?,Joey,neutral,neutral,20,8,7,7,"00:11:08,625","00:11:08,834"
207,212,"That was so awkward, we were really nervous.","Das war so peinlich, wir waren wirklich nervös.",Joey,neutral,neutral,20,9,7,7,"00:11:08,834","00:11:11,378"
208,213,Didn’t you sleep together?,Hast du nicht zusammen geschlafen?,Phoebe,neutral,neutral,20,10,7,7,"0:11:11,629","0:11:12,811"
209,214,"Yeah, that really calms me down.","Ja, das beruhigt mich wirklich.",Joey,neutral,neutral,20,11,7,7,"0:11:12,811","0:11:14,723"
210,215,And!,Und!,Joey,joy,positive,20,12,7,7,"0:11:16,801","0:11:18,595"
211,216,We have so much in common!,Wir haben so viel gemeinsam!,Joey,joy,positive,20,13,7,7,"0:11:18,595","0:11:18,734"
212,217,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a","Sie liebt Sandwiches, Sport, obwohl sie ein Met-Fan ist, jetzt kein großes Problem, aber wenn wir jemals Kinder bekommen würden, dann",Joey,joy,positive,20,14,7,7,"00:11:18,928","00:11:31,356"
213,218,"Oh my God! Listen to you talkin’ about having kids. Oh my Joey.  Oh, please don’t get married before I do.","Oh mein Gott! Hör zu, wie du über Kinder sprichst. Oh mein Joey. Oh, bitte heirate nicht, bevor ich es tue.",Rachel,surprise,positive,20,15,7,7,"00:11:27,228","00:11:37,862"
214,219,Okay.,Okay.,Joey,neutral,neutral,20,16,7,7,"00:11:41,742","00:11:43,493"
215,220,How does she do that?,Wie macht sie das?,Monica,surprise,negative,21,0,1,4,"00:01:49,275","00:01:51,485"
216,221,I cannot sleep in a public place.,Ich kann nicht an einem öffentlichen Ort schlafen.,Ross,neutral,neutral,21,1,1,4,"00:01:51,653","00:01:54,822"
217,222,Would you look at her? She is so peaceful.,Würdest du sie ansehen? Sie ist so friedlich.,Monica,joy,positive,21,2,1,4,"00:01:54,989","00:02:00,994"
218,223,Oh! What what what! ...Hi.,Oh! Was was Was! ...Hallo.,Phoebe,surprise,positive,21,3,1,4,"00:02:01,162","00:02:03,622"
219,224,"It's okay, y'know, you just nodded off again.","Es ist okay, weißt du, du bist gerade wieder eingenickt.",Ross,neutral,neutral,21,4,1,4,"00:02:03,790","00:02:05,958"
220,225,What's going on with you?,Was ist los mit dir?,Monica,surprise,positive,21,5,1,4,"00:02:06,126","00:02:08,127"
221,226,I got no sleep last night!,Ich habe letzte Nacht nicht geschlafen!,Phoebe,anger,negative,21,6,1,4,"0:02:08,294","0:02:09,587"
222,227,Why?,Warum?,Ross,neutral,neutral,21,7,1,4,"0:02:09,587","0:02:09,991"
223,228,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.","Meine Großmutter hat diesen neuen Freund, und sie sind beide irgendwie unsicher im Bett.",Phoebe,disgust,negative,21,8,1,4,"00:02:10,088","00:02:17,177"
224,229,"Oh, and deaf.","Ach ja, und taub.",Phoebe,neutral,neutral,21,9,1,4,"00:02:17,345","00:02:18,887"
225,230,"So they're constantly, like, having to reassure each other that they're having a good time.","Sie müssen sich also ständig gegenseitig versichern, dass sie eine gute Zeit haben.",Phoebe,neutral,neutral,21,10,1,4,"00:02:20,682","00:02:24,726"
226,231,You have no idea how loud they are!,"Sie haben keine Ahnung, wie laut sie sind!",Phoebe,disgust,negative,21,11,1,4,"00:02:24,894","00:02:26,937"
227,232,"Well, if you want, you can stay with Rachel and me tonight.","Wenn du willst, kannst du heute Nacht bei Rachel und mir bleiben.",Monica,neutral,neutral,21,12,1,4,"0:02:29,023","0:02:30,900"
228,233,Thanks.,Vielen Dank.,Phoebe,joy,positive,21,13,1,4,"0:02:30,900","0:02:32,175"
229,234,Ew! What is that? Something exploded!,Äh! Was ist das? Etwas ist explodiert!,Joey,disgust,negative,22,0,1,23,"00:09:00,248","00:09:03,667"
230,235,"It's just her water breaking. Calm down, will you?","Es ist nur ihr Wasser, das bricht. Beruhige dich, ja?",Nurse,neutral,neutral,22,1,1,23,"00:09:03,834","00:09:06,169"
231,236,"Water breaking, what do you mean? What's that, water breaking?","Wasser brechen, was meinst du? Was ist das, Wasser brechen?",Joey,surprise,negative,22,2,1,23,"00:09:06,337","00:09:09,714"
232,237,"Breathe, breathe, breathe.","Atme, atme, atme.",Nurse,neutral,neutral,22,3,1,23,"00:09:09,882","00:09:13,510"
233,238,"Are you insane? I mean Joey, is going to kill you, he’s actually going to kill you dead.","Bist du verrückt? Ich meine, Joey wird dich töten, er wird dich tatsächlich tot umbringen.",Monica,surprise,negative,23,0,3,11,"00:10:13,321","00:10:19,909"
234,239,Okay! You don’t think I thought of that?,"Okay! Glaubst du nicht, dass ich daran gedacht habe?",Chandler,anger,negative,23,1,3,11,"00:10:17,825","00:10:19,909"
235,240,How can you not know which one?,"Wie können Sie nicht wissen, welche?",Phoebe,surprise,negative,23,2,3,11,"0:10:20,870","0:10:22,422"
236,241,I mean that’s unbelievable.,"Ich meine, das ist unglaublich.",Rachel,joy,positive,23,3,3,11,"0:10:22,422","0:10:23,751"
237,242,"I mean, was it Gina?","Ich meine, war es Gina?",Monica,neutral,neutral,23,4,3,11,"0:10:23,873","0:10:24,873"
238,243,Which one is Gina?,Welches ist Gina?,Ross,neutral,neutral,23,5,3,11,"0:10:24,873","0:10:25,937"
239,244,"Dark, big hair, with the airplane earrings.","Dunkles, großes Haar, mit den Flugzeugohrringen.",Rachel,neutral,neutral,23,6,3,11,"00:10:26,042","00:10:28,209"
240,245,"No, no, no, that’s Dina.","Nein, nein, nein, das ist Dina.",Monica,neutral,neutral,23,7,3,11,"00:10:28,377","00:10:30,420"
241,246,"You see you can’t tell which one is which either, dwha!!","Du siehst, du kannst auch nicht sagen, welches welches welches ist, dwha!!",Chandler,surprise,negative,23,8,3,11,"00:10:30,588","00:10:44,809"
242,247,"I don’t know, you thought ‘See you Saturday’ was funny.","Ich weiß nicht, du fandest ‚Bis Samstag‘ lustig.",Rachel,neutral,neutral,24,0,3,14,"00:10:40,389","00:10:44,059"
243,248,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.","Schau, Schatz, Mark ist in Mode, okay, ich mag es, einen Freund zu haben, mit dem ich diese Sachen teilen kann.",Rachel,neutral,neutral,24,1,3,14,"00:10:44,727","00:10:49,397"
244,249,You guys would never want to go to a lecture with me.,Ihr würdet nie mit mir zu einer Vorlesung gehen wollen.,Rachel,neutral,neutral,24,2,3,14,"00:10:49,565","00:10:51,483"
245,250,Pa-haa!! I would love to go with you.,Pa-haa!! Ich würde gerne mit dir gehen.,Ross,joy,positive,24,3,3,14,"00:10:54,987","00:10:56,571"
246,251,Really!?,Ja wirklich!?,Rachel,surprise,positive,24,4,3,14,"00:10:56,739","00:10:57,864"
247,252,"Yeah, hey I-I have clothes, I even pick them out.","Ja, hey, ich habe Klamotten, ich suche sie sogar aus.",Ross,neutral,neutral,24,5,3,14,"00:10:58,032","00:11:01,660"
248,253,"I mean for, for all you know I could be a fashion..... monger.","Ich meine, nach allem, was Sie wissen, könnte ich ein Modehändler sein.",Ross,neutral,neutral,24,6,3,14,"00:11:01,827","00:11:05,121"
249,254,"Okay. Honey, I would love for you to go with me.  What?","Okay. Schatz, ich würde mich freuen, wenn du mit mir gehst. Was?",Rachel,joy,positive,24,7,3,14,"00:11:11,379","00:11:15,256"
250,255,"What should I wear, now I’m all nervous.","Was soll ich anziehen, jetzt bin ich ganz nervös.",Ross,fear,negative,24,8,3,14,"00:11:15,549","00:11:19,969"
251,256,": I know, we did it!! Hey, that was incredible, huh?!",": Ich weiß, wir haben es geschafft!! Hey, das war unglaublich, oder?!",Mr. Treeger,joy,positive,25,0,4,4,"00:20:36,693","00:20:40,321"
252,257,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.","Ich weiß, es war unglaublich! Ich meine, wir haben es total genagelt, es war wunderschön.",Joey,joy,positive,25,1,4,4,"00:20:40,572","00:20:44,075"
253,258,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",": Danke, hör zu, vielen Dank Tribbiani, . Oh mein Gott, schau auf die Zeit, ich muss den Bus zum Ball nehmen.",Mr. Treeger,joy,positive,25,2,4,4,"00:20:44,284","00:20:51,916"
254,259,"Oh well, okay, good luck.","Na gut, viel Glück.",Joey,joy,positive,25,3,4,4,"00:20:52,459","00:20:56,462"
255,260,: Yeah.,: Ja.,Mr. Treeger,neutral,neutral,25,4,4,4,"00:20:54,962","00:20:56,462"
256,261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,"Es sei denn, Sie wollen wieder Foxtrott üben? Oder-oder der Tango?",Joey,neutral,neutral,25,5,4,4,"00:20:56,713","00:21:00,716"
257,262,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",": Ahh, danke, aber nein. Siehst du ich-ich glaube ich bin bereit mit Mädchen zu tanzen",Mr. Treeger,neutral,neutral,25,6,4,4,"00:21:01,093","00:21:09,350"
258,263,Okay.,Okay.,Joey,neutral,neutral,25,7,4,4,"0:21:08,100","0:21:08,742"
259,264,: Yeah.,: Ja.,Mr. Treeger,neutral,neutral,25,8,4,4,"0:21:08,742","0:21:09,402"
260,265,Go get ‘em Treeger.,Hol sie dir Treeger.,Joey,neutral,neutral,25,9,4,4,"00:21:09,601","00:21:11,852"
261,266,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",": Recht. Hey, ahh, willst du kommen? Marge hat eine Freundin.",Mr. Treeger,neutral,neutral,25,10,4,4,"00:21:16,275","00:21:19,860"
262,267,Really?,"""Ja wirklich?""",Joey,surprise,positive,25,11,4,4,"00:21:21,029","00:21:22,113"
263,268,": Yeah, you could dance real good with her, she’s the same size as me.",": Ja, mit ihr könntest du richtig gut tanzen, sie ist genauso groß wie ich.",Mr. Treeger,neutral,neutral,25,12,4,4,"00:21:22,364","00:21:24,991"
264,269,"No, I’m good.",Nein ich bin gut.,Joey,neutral,neutral,25,13,4,4,"00:21:25,367","00:21:26,867"
265,270,"Oh God, this is so nerve wracking! How-how do you do this?","Oh Gott, das ist so nervenaufreibend! Wie-wie machst du das?",Ross,surprise,negative,26,0,5,18,"00:09:41,414","00:09:44,958"
266,271,"Well, unfortunately, I don't get many callbacks so","Leider bekomme ich nicht viele Rückrufe, also",Joey,neutral,neutral,26,1,5,18,"00:09:45,126","00:09:48,128"
267,272,Is it a good sign that they asked us to hang around after the audition?,"Ist es ein gutes Zeichen, dass sie uns gebeten haben, nach dem Vorsprechen herumzuhängen?",Carol,surprise,positive,26,2,5,18,"00:09:49,046","00:09:51,715"
268,273,Who knows?,Wer weiß?,Joey,neutral,neutral,26,3,5,18,"00:09:51,882","00:09:53,508"
269,274,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.","Okay, wir haben es auf Raymond, Ben, Kyle und Joey eingegrenzt. Der Rest, vielen Dank.",The Casting Director,neutral,neutral,26,4,5,18,"00:09:55,219","00:10:02,976"
270,275,Yes!! I knew it!!  Bye-bye! So long! Later!,"Ja!! Ich wusste, dass es!! Tschüss! So lange! Später!",Ross,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403"
271,276,Oh this is great! I might actually get to play Ben's dad!,Ach das ist großartig! Ich könnte tatsächlich Bens Vater spielen!,Joey,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824"
272,277,Yeah!,Ja!,Ross,joy,positive,26,7,5,18,"00:10:17,824","00:10:18,743"
273,278,"Actually, that can't happen.",Das kann eigentlich nicht passieren.,The Casting Director,neutral,neutral,26,8,5,18,"00:10:18,743","00:10:20,243"
274,279,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.","Ja, weil ihr alle so unterschiedlich aussieht, setzen wir euch mit Raymond und Kyle mit Ben zusammen.",The Casting Director,neutral,neutral,26,9,5,18,"00:10:20,411","00:10:25,665"
275,280,So it'll be either you two  or you two.,Also entweder ihr zwei oder ihr zwei.,The Casting Director,neutral,neutral,26,10,5,18,"00:10:25,833","00:10:28,585"
276,281,"Man, this is gonna be kinda weird.","Mann, das wird irgendwie komisch.",Joey,sadness,negative,26,11,5,18,"00:10:29,920","00:10:35,508"
277,282,"Yeah, it is.","Ja, ist es.",Ross,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508"
278,283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.","Nein, wir-wir werden wie beste Freunde sein, deshalb wird es komisch.",Ross,neutral,neutral,26,13,5,18,"00:10:40,514","00:10:44,142"
279,284,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.","Okay, komm schon, ich kann nicht heiraten, bis ich etwas Altes, Neues, Geliehenes und etwas Blaues habe.",Monica,sadness,negative,27,0,5,24,"00:20:18,592","00:20:24,805"
280,285,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.","Okay, schon gut, schon gut, schon gut! Okay! Okay, hier ist etwas, hier ist etwas Blaues und Neues.",Chandler,joy,positive,27,1,5,24,"00:21:04,763","00:21:11,060"
281,286,Please!,Bitte!,Ross,anger,negative,28,0,4,15,"0:19:16,989","0:19:19,201"
282,287,Are you kidding?,Machst du Witze?,Ross,anger,negative,28,1,4,15,"0:19:19,201","0:19:19,673"
283,288,"I-I hurt three huge men, I gave a guy a bloody nose—I mean I-I’m not proud of it but, I really am.","Ich-ich habe drei riesige Männer verletzt, ich habe einem Kerl eine blutige Nase verpasst – ich meine ich-ich bin nicht stolz darauf, aber ich bin es wirklich.",Ross,anger,negative,28,2,4,15,"0:19:19,673","0:19:19,821"
284,289,"And it’s all because of you, wonderful, amazing you.","Und es ist alles wegen dir, wundervoll, erstaunlich.",Ross,joy,positive,28,3,4,15,"00:19:27,916","00:19:29,917"
285,290,I think you’ve got concussion.,"Ich glaube, du hast eine Gehirnerschütterung.",Emily,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839"
286,291,"No, no, I’m serious. Thank you.","Nein, nein, ich meine es ernst. Vielen Dank.",Ross,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592"
287,292,You’re welcome.  I’m sorry. Did I hurt you?,Bitte. Es tut mir Leid. Habe ich dich verletzt?,Emily,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142"
288,293,"It’s worth the pain.  Y’know what, you know what? It’s not.","Es ist den Schmerz wert. Weißt du was, weißt du was? Es ist nicht.",Ross,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021"
289,294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,"Beeindruckend! Diese Mike-Sache war interessant! Ich weiß nicht, was mit Phoebe und David passieren wird.",Monica,surprise,positive,29,0,9,23,"00:08:23,586","00:08:31,426"
290,295,"I do! Want a hint? huh? ""I do""  ""I do"".","Ich mache! Möchten Sie einen Hinweis? hä? ""Mach ich mach ich"".",Chandler,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426"
